,Name,Classification,Taxon ID,Assembly,Accession,Species_str,assembly,Core_db
630,Fusarium verticillioides,Hypocreales,117187,ASM331699v2,GCA_003316995.2,fusarium_verticillioides_gca_003316995,ASM331699v2,fungi_ascomycota4_collection_core_59_112_1
631,Gaeumannomyces tritici R3-111a-1,Magnaporthales,644352,Gae_graminis_V2,GCA_000145635.1,gaeumannomyces_graminis,Gae_graminis_V2,gaeumannomyces_graminis_core_59_112_1
632,Galerina marginata CBS 339.88,Agaricales,685588,Galma1,GCA_000697645.1,galerina_marginata_cbs_339_88_gca_000697645,Galma1,fungi_basidiomycota1_collection_core_59_112_1
633,Ganoderma sinense ZZ0214-1,Polyporales,1077348,GanSi1.6,GCA_002760635.1,ganoderma_sinense_zz0214_1_gca_002760635,GanSi1.6,fungi_basidiomycota1_collection_core_59_112_1
634,Gelatoporia subvermispora B,Polyporales,914234,Ceriporiopsis_subvermispora_B_v1.0,GCA_000320605.2,gelatoporia_subvermispora_b_gca_000320605,Ceriporiopsis subvermispora B v1.0,fungi_basidiomycota1_collection_core_59_112_1
635,Gigaspora margarita str. BEG34,Fungi,4874,UNITO_GmarBEG34_1.0,GCA_009809945.1,gigaspora_margarita_gca_009809945,UNITO_GmarBEG34_1.0,fungi_mucoromycota1_collection_core_59_112_1
636,Gigaspora rosea str. DAOM 194757,Fungi,44941,ASM355032v1,GCA_003550325.1,gigaspora_rosea_gca_003550325,ASM355032v1,fungi_mucoromycota1_collection_core_59_112_1
637,Glarea lozoyensis ATCC 20868 str. 1224,Helotiales,1116229,GLAREA,GCA_000409485.1,glarea_lozoyensis_atcc_20868_gca_000409485,GLAREA,fungi_ascomycota1_collection_core_59_112_1
638,Gloeophyllum trabeum ATCC 11539,Gloeophyllales,670483,Glotr1_1,GCA_000344685.1,gloeophyllum_trabeum_atcc_11539_gca_000344685,Glotr1_1,fungi_basidiomycota1_collection_core_59_112_1
639,Glomus cerebriforme str. DAOM 227022,Glomerales,658196,ASM355030v1,GCA_003550305.1,glomus_cerebriforme_gca_003550305,ASM355030v1,fungi_mucoromycota1_collection_core_59_112_1
640,Glonium stellatum str. CBS 207.34,Dothideomycetes,574774,Glonium_stellatum_CBS_207.34_v1.0,GCA_001692915.1,glonium_stellatum_gca_001692915,Glonium stellatum CBS 207.34 v1.0,fungi_ascomycota4_collection_core_59_112_1
641,Golovinomyces cichoracearum,Erysiphales,62708,ASM361119v1,GCA_003611195.1,golovinomyces_cichoracearum_gca_003611195,ASM361119v1,fungi_ascomycota5_collection_core_59_112_1
642,Golovinomyces cichoracearum,Erysiphales,62708,ASM361121v1,GCA_003611215.1,golovinomyces_cichoracearum_gca_003611215,ASM361121v1,fungi_ascomycota5_collection_core_59_112_1
643,Golovinomyces cichoracearum,Erysiphales,62708,ASM361123v1,GCA_003611235.1,golovinomyces_cichoracearum_gca_003611235,ASM361123v1,fungi_ascomycota5_collection_core_59_112_1
644,Golovinomyces magnicellulatus,Erysiphales,62714,ASM691211v1,GCA_006912115.1,golovinomyces_magnicellulatus_gca_006912115,ASM691211v1,fungi_ascomycota5_collection_core_59_112_1
645,Gonapodya prolifera JEL478,Chytridiomycota,1344416,Ganpr1,GCA_001574975.1,gonapodya_prolifera_jel478_gca_001574975,Ganpr1,fungi_chytridiomycota1_collection_core_59_112_1
646,Grifola frondosa str. 9006-11,Polyporales,5627,ASM168373v1,GCA_001683735.1,grifola_frondosa_gca_001683735,ASM168373v1,fungi_basidiomycota1_collection_core_59_112_1
647,Grosmannia clavigera kw1407,Ophiostomatales,655863,Sanger-454-IlluminaPA_2.0,GCA_000143105.2,grosmannia_clavigera_kw1407_gca_000143105,Sanger-454-IlluminaPA_2.0,fungi_ascomycota1_collection_core_59_112_1
648,Gymnopilus dilepis,Agaricales,231916,ASM293838v1,GCA_002938385.1,gymnopilus_dilepis_gca_002938385,ASM293838v1,fungi_basidiomycota2_collection_core_59_112_1
649,Gymnopus androsaceus JB14,Agaricales,1447944,Gyman1,GCA_009733575.1,gymnopus_androsaceus_jb14_gca_009733575,Gyman1,fungi_basidiomycota2_collection_core_59_112_1
650,Gymnopus luxurians FD-317 M1,Agaricales,944289,Gymlu1,GCA_000827265.1,gymnopus_luxurians_fd_317_m1_gca_000827265,Gymlu1,fungi_basidiomycota1_collection_core_59_112_1
651,Hamiltosporidium magnivora,Microsporidia,148818,ASM432503v1,GCA_004325035.1,hamiltosporidium_magnivora_gca_004325035,ASM432503v1,fungi_microsporidia1_collection_core_59_112_1
652,Hamiltosporidium magnivora,Microsporidia,148818,BEOM2_v1,GCA_004325065.1,hamiltosporidium_magnivora_gca_004325065,BEOM2 v1,fungi_microsporidia1_collection_core_59_112_1
653,Hamiltosporidium tvaerminnensis,Microsporidia,1176355,ILG3_v1,GCA_004325075.1,hamiltosporidium_tvaerminnensis_gca_004325075,ILG3 v1,fungi_microsporidia1_collection_core_59_112_1
654,Hanseniaspora guilliermondii,Saccharomycetales,56406,version_1,GCA_900119595.1,hanseniaspora_guilliermondii_gca_900119595,version 1,fungi_ascomycota3_collection_core_59_112_1
655,Hanseniaspora opuntiae,Saccharomycetales,211096,ASM174979v1,GCA_001749795.1,hanseniaspora_opuntiae_gca_001749795,ASM174979v1,fungi_ascomycota3_collection_core_59_112_1
656,Hanseniaspora osmophila,Saccharomycetales,56408,ASM174704v1,GCA_001747045.1,hanseniaspora_osmophila_gca_001747045,ASM174704v1,fungi_ascomycota3_collection_core_59_112_1
657,Hanseniaspora uvarum,Saccharomycetales,29833,ASM980576v1,GCA_009805765.1,hanseniaspora_uvarum_gca_009805765,ASM980576v1,fungi_ascomycota5_collection_core_59_112_1
658,Hanseniaspora uvarum,Saccharomycetales,29833,ASM980571v1,GCA_009805715.1,hanseniaspora_uvarum_gca_009805715,ASM980571v1,fungi_ascomycota4_collection_core_59_112_1
659,Hanseniaspora uvarum,Saccharomycetales,29833,ASM174705v1,GCA_001747055.1,hanseniaspora_uvarum_gca_001747055,ASM174705v1,fungi_ascomycota3_collection_core_59_112_1
660,Hanseniaspora uvarum,Saccharomycetales,29833,ASM980578v1,GCA_009805785.1,hanseniaspora_uvarum_gca_009805785,ASM980578v1,fungi_ascomycota4_collection_core_59_112_1
661,Hanseniaspora uvarum DSM 2768,Saccharomycetales,1246595,Huva2.0,GCA_000968475.1,hanseniaspora_uvarum_dsm_2768_gca_000968475,Huva2.0,fungi_ascomycota2_collection_core_59_112_1
662,Hanseniaspora valbyensis NRRL Y-1626,Saccharomycetales,766949,Hanva1_1,GCA_001664025.1,hanseniaspora_valbyensis_nrrl_y_1626_gca_001664025,Hanva1_1,fungi_ascomycota3_collection_core_59_112_1
663,Hebeloma cylindrosporum h7,Agaricales,686832,Hebeloma_cylindrosporum_h7_v2.0,GCA_000827355.1,hebeloma_cylindrosporum_h7_gca_000827355,Hebeloma cylindrosporum h7 v2.0,fungi_basidiomycota1_collection_core_59_112_1
664,Helicocarpus griseus UAMH5409,Onygenales,1447875,Heli_gris_5409_V1,GCA_002573585.1,helicocarpus_griseus_uamh5409_gca_002573585,Heli_gris_5409_V1,fungi_ascomycota4_collection_core_59_112_1
665,Heliocybe sulcata str. OMC1185,Gloeophyllales,5364,Helsul1,GCA_004369045.1,heliocybe_sulcata_gca_004369045,Helsul1,fungi_basidiomycota1_collection_core_59_112_1
666,Helotiales sp. DMI_Dod_QoI,Venturiales,2728926,ASM961301v1,GCA_009613015.1,helotiales_sp_dmi_dod_qoi_gca_009613015,ASM961301v1,fungi_ascomycota5_collection_core_59_112_1
667,Hepatospora eriocheir str. GB1,Microsporidia,1081669,ASM208788v1,GCA_002087885.1,hepatospora_eriocheir_gca_002087885,ASM208788v1,fungi_microsporidia1_collection_core_59_112_1
668,Hepatospora eriocheir str. canceri,Microsporidia,1081669,ASM208787v1.0,GCA_002087875.1,hepatospora_eriocheir_gca_002087875,ASM208787v1,fungi_microsporidia1_collection_core_59_112_1
669,Hericium alpestre str. DSM 108284,Russulales,135208,ASM468113v1,GCA_004681135.1,hericium_alpestre_gca_004681135,ASM468113v1,fungi_basidiomycota1_collection_core_59_112_1
670,Hesseltinella vesiculosa str. NRRL 3301,Mucoromycotina,101127,Hesve2,GCA_002104935.1,hesseltinella_vesiculosa_gca_002104935,Hesve2,fungi_mucoromycota1_collection_core_59_112_1
671,Heterobasidion irregulare TC 32-1,Russulales,747525,Heterobasidion_irregulare_v2.0,GCA_000320585.2,heterobasidion_irregulare_tc_32_1_gca_000320585,Heterobasidion irregulare v2.0,fungi_basidiomycota1_collection_core_59_112_1
672,Hirsutella minnesotensis 3608,Hypocreales,1043627,ASM95604v1,GCA_000956045.1,hirsutella_minnesotensis_3608_gca_000956045,ASM95604v1,fungi_ascomycota2_collection_core_59_112_1
673,Histoplasma capsulatum,Onygenales,2902605,GCA000170615v1,GCA_000170615.1,histoplasma_capsulatum,GCA000170615v1,histoplasma_capsulatum_core_59_112_1
674,Histoplasma capsulatum G186AR,Onygenales,447093,ASM15011v1,GCA_000150115.1,histoplasma_capsulatum_g186ar_gca_000150115,ASM15011v1,fungi_ascomycota1_collection_core_59_112_1
675,Histoplasma capsulatum H143,Onygenales,544712,ASM15103v1,GCA_000151035.1,histoplasma_capsulatum_h143_gca_000151035,ASM15103v1,fungi_ascomycota1_collection_core_59_112_1
676,Histoplasma capsulatum H88,Onygenales,544711,ASM15100v2,GCA_000151005.2,histoplasma_capsulatum_h88_gca_000151005,ASM15100v2,fungi_ascomycota1_collection_core_59_112_1
677,Histoplasma capsulatum NAm1,Onygenales,2059318,ASM14958v1,GCA_000149585.1,histoplasma_capsulatum_nam1_gca_000149585,ASM14958v1,fungi_ascomycota1_collection_core_59_112_1
678,Hortaea thailandica,Capnodiales,706561,ASM505988v1,GCA_005059885.1,hortaea_thailandica_gca_005059885,ASM505988v1,fungi_ascomycota4_collection_core_59_112_1
679,Hortaea werneckii,Capnodiales,91943,ASM370438v1,GCA_003704385.1,hortaea_werneckii_gca_003704385,ASM370438v1,fungi_ascomycota4_collection_core_59_112_1
680,Hortaea werneckii,Capnodiales,91943,ASM370459v1,GCA_003704595.1,hortaea_werneckii_gca_003704595,ASM370459v1,fungi_ascomycota4_collection_core_59_112_1
681,Hortaea werneckii,Capnodiales,91943,ASM370467v1,GCA_003704675.1,hortaea_werneckii_gca_003704675,ASM370467v1,fungi_ascomycota5_collection_core_59_112_1
682,Hortaea werneckii,Capnodiales,91943,ASM370464v1,GCA_003704645.1,hortaea_werneckii_gca_003704645,ASM370464v1,fungi_ascomycota5_collection_core_59_112_1
683,Hortaea werneckii,Capnodiales,91943,ASM370434v1,GCA_003704345.1,hortaea_werneckii_gca_003704345,ASM370434v1,fungi_ascomycota4_collection_core_59_112_1
684,Hortaea werneckii,Capnodiales,91943,ASM370437v1,GCA_003704375.1,hortaea_werneckii_gca_003704375,ASM370437v1,fungi_ascomycota4_collection_core_59_112_1
685,Hortaea werneckii,Capnodiales,91943,ASM370461v1,GCA_003704615.1,hortaea_werneckii_gca_003704615,ASM370461v1,fungi_ascomycota4_collection_core_59_112_1
686,Hortaea werneckii,Capnodiales,91943,ASM370468v1,GCA_003704685.1,hortaea_werneckii_gca_003704685,ASM370468v1,fungi_ascomycota5_collection_core_59_112_1
687,Hortaea werneckii,Capnodiales,91943,ASM370457v1,GCA_003704575.1,hortaea_werneckii_gca_003704575,ASM370457v1,fungi_ascomycota5_collection_core_59_112_1
688,Hortaea werneckii,Capnodiales,91943,ASM370458v1,GCA_003704585.1,hortaea_werneckii_gca_003704585,ASM370458v1,fungi_ascomycota5_collection_core_59_112_1
689,Hortaea werneckii,Capnodiales,91943,ASM370435v1,GCA_003704355.1,hortaea_werneckii_gca_003704355,ASM370435v1,fungi_ascomycota5_collection_core_59_112_1
690,Hortaea werneckii EXF-2000,Capnodiales,1157616,HwerPB1,GCA_002127715.1,hortaea_werneckii_exf_2000_gca_002127715,HwerPB1,fungi_ascomycota3_collection_core_59_112_1
691,Hyaloscypha bicolor E,Helotiales,1095630,Melbi2,GCA_002865645.1,hyaloscypha_bicolor_e_gca_002865645,Melbi2,fungi_ascomycota4_collection_core_59_112_1
692,Hyaloscypha variabilis F,Helotiales,1149755,Melva1,GCA_002865655.1,hyaloscypha_variabilis_f_gca_002865655,Melva1,fungi_ascomycota4_collection_core_59_112_1
693,Hydnomerulius pinastri MD-312,Boletales,994086,Hydpi2,GCA_000827185.1,hydnomerulius_pinastri_md_312_gca_000827185,Hydpi2,fungi_basidiomycota1_collection_core_59_112_1
694,Hypholoma sublateritium FD-334 SS-4,Agaricales,945553,Hypsu1,GCA_000827495.1,hypholoma_sublateritium_fd_334_ss_4_gca_000827495,Hypsu1,fungi_basidiomycota1_collection_core_59_112_1
695,Hyphopichia burtonii NRRL Y-1933,Saccharomycetales,984485,Hypbu1,GCA_001661395.1,hyphopichia_burtonii_nrrl_y_1933_gca_001661395,Hypbu1,fungi_ascomycota3_collection_core_59_112_1
696,Hypoxylon sp. CI-4A,Xylariales,1001833,HypCI4A_v1.0,GCA_002120315.1,hypoxylon_sp_ci_4a_gca_002120315,HypCI4A v1.0,fungi_ascomycota3_collection_core_59_112_1
697,Hypoxylon sp. CO27-5,Xylariales,1001938,HypCO275_v1.0,GCA_002120305.1,hypoxylon_sp_co27_5_gca_002120305,HypCO275 v1.0,fungi_ascomycota4_collection_core_59_112_1
698,Hypoxylon sp. EC38,Xylariales,1001937,HypEC38_v3.0,GCA_002120335.1,hypoxylon_sp_ec38_gca_002120335,HypEC38 v3.0,fungi_ascomycota3_collection_core_59_112_1
699,Hypsizygus marmoreus str. 51987-8,Agaricales,39966,ASM160531v2,GCA_001605315.2,hypsizygus_marmoreus_gca_001605315,ASM160531v2,fungi_basidiomycota1_collection_core_59_112_1
700,Jaapia argillacea MUCL 33604,Jaapiales,933084,Jaaar1,GCA_000697665.1,jaapia_argillacea_mucl_33604_gca_000697665,Jaaar1,fungi_basidiomycota1_collection_core_59_112_1
701,Jaminaea rosea str. MCA 5214,Fungi,1569628,Jamsp1,GCA_003144245.1,jaminaea_rosea_gca_003144245,Jamsp1,fungi_basidiomycota1_collection_core_59_112_1
702,Jimgerdemannia flammicorona str. AD002,Mucoromycotina,994334,Jimfl_AD_1,GCA_003990765.1,jimgerdemannia_flammicorona_gca_003990765,Jimfl_AD_1,fungi_mucoromycota1_collection_core_59_112_1
703,Jimgerdemannia flammicorona str. GMNB39,Mucoromycotina,994334,Jimfl_GMNB39_1,GCA_003990745.1,jimgerdemannia_flammicorona_gca_003990745,Jimfl_GMNB39_1,fungi_mucoromycota1_collection_core_59_112_1
704,Kalmanozyma brasiliensis GHG001,Ustilaginales,1365824,PSEUBRA1,GCA_000497045.1,kalmanozyma_brasiliensis_ghg001_gca_000497045,PSEUBRA1,fungi_basidiomycota1_collection_core_59_112_1
705,Kazachstania africana CBS 2517,Saccharomycetales,1071382,Ka_CBS2517,GCA_000304475.1,kazachstania_africana_cbs_2517_gca_000304475,Ka_CBS2517,fungi_ascomycota1_collection_core_59_112_1
706,Kazachstania naganishii CBS 8797,Saccharomycetales,1071383,ASM34898v1,GCA_000348985.1,kazachstania_naganishii_cbs_8797_gca_000348985,ASM34898v1,fungi_ascomycota1_collection_core_59_112_1
707,Kluyveromyces lactis str. NRRL Y-1140,Saccharomycetales,28985,ASM251v1,GCA_000002515.1,kluyveromyces_lactis_gca_000002515,ASM251v1,fungi_ascomycota1_collection_core_59_112_1
708,Kluyveromyces marxianus DMKU3-1042,Saccharomycetales,1003335,Kmar_1.0,GCA_001417885.1,kluyveromyces_marxianus_dmku3_1042_gca_001417885,Kmar_1.0,fungi_ascomycota3_collection_core_59_112_1
709,Kluyveromyces marxianus str. FIM1,Saccharomycetales,4911,ASM185444v2,GCA_001854445.2,kluyveromyces_marxianus_gca_001854445,ASM185444v2,fungi_ascomycota4_collection_core_59_112_1
710,Kluyveromyces marxianus str. NBRC 1777,Saccharomycetales,4911,KM1777_03,GCA_001417835.1,kluyveromyces_marxianus_gca_001417835,KM1777_03,fungi_ascomycota3_collection_core_59_112_1
711,Kockovaella imperatae str. NRRL Y-17943,Tremellales,4999,Kocim1,GCA_002102565.1,kockovaella_imperatae_gca_002102565,Kocim1,fungi_basidiomycota1_collection_core_59_112_1
712,Komagataella pastoris,Saccharomycetales,644223,GCA_000027005.1,GCA_000027005.1,komagataella_pastoris,ASM2700v1,komagataella_pastoris_core_59_112_1
713,Komagataella pastoris,Saccharomycetales,4922,ASM170810v1,GCA_001708105.1,komagataella_pastoris_gca_001708105,ASM170810v1,fungi_ascomycota3_collection_core_59_112_1
714,Komagataella phaffii CBS 7435,Saccharomycetales,981350,ASM90023503v1,GCA_900235035.1,komagataella_phaffii_cbs_7435_gca_900235035,ASM90023503v1,fungi_ascomycota4_collection_core_59_112_1
715,Komagataella phaffii CBS 7435,Saccharomycetales,981350,PicPas_Mar2011,GCA_000223565.1,komagataella_phaffii_cbs_7435_gca_000223565,PicPas_Mar2011,fungi_ascomycota1_collection_core_59_112_1
716,Komagataella phaffii GS115,Saccharomycetales,644223,ASM174695v1,GCA_001746955.1,komagataella_phaffii_gs115_gca_001746955,ASM174695v1,fungi_ascomycota3_collection_core_59_112_1
717,Komagataella phaffii str. WT,Saccharomycetales,460519,ASM170808v1,GCA_001708085.1,komagataella_phaffii_gca_001708085,ASM170808v1,fungi_ascomycota3_collection_core_59_112_1
718,Kuraishia capsulata CBS 1993,Saccharomycetales,1382522,AUH_PRJEB4427_v1,GCA_000576695.1,kuraishia_capsulata_cbs_1993_gca_000576695,AUH_PRJEB4427_v1,fungi_ascomycota1_collection_core_59_112_1
719,Kwoniella bestiolae CBS 10118,Tremellales,1296100,Cryp_best_CBS10118_V1,GCA_000512585.2,kwoniella_bestiolae_cbs_10118_gca_000512585,Cryp_best_CBS10118_V1,fungi_basidiomycota1_collection_core_59_112_1
720,Kwoniella dejecticola CBS 10117,Tremellales,1296121,Cryp_deje_CBS10117_V1,GCA_000512565.2,kwoniella_dejecticola_cbs_10117_gca_000512565,Cryp_deje_CBS10117_V1,fungi_basidiomycota1_collection_core_59_112_1
721,Kwoniella heveanensis BCC8398,Tremellales,1296120,Cryp_heve_BCC8398_V1,GCA_000507405.3,kwoniella_heveanensis_bcc8398_gca_000507405,Cryp_heve_BCC8398_V1,fungi_basidiomycota1_collection_core_59_112_1
722,Kwoniella heveanensis CBS 569,Tremellales,1296119,Cryp_heve_CBS569_V2,GCA_000507425.3,kwoniella_heveanensis_cbs_569_gca_000507425,Cryp_heve_CBS569_V2,fungi_basidiomycota1_collection_core_59_112_1
723,Kwoniella mangroviensis CBS 10435,Tremellales,1331196,Kwon_mang_CBS10435_V2,GCA_000507885.2,kwoniella_mangroviensis_cbs_10435_gca_000507885,Kwon_mang_CBS10435_V2,fungi_basidiomycota1_collection_core_59_112_1
724,Kwoniella mangroviensis CBS 8507,Tremellales,1296122,Kwon_mang_CBS8507_V2,GCA_000507465.3,kwoniella_mangroviensis_cbs_8507_gca_000507465,Kwon_mang_CBS8507_V2,fungi_basidiomycota1_collection_core_59_112_1
725,Kwoniella mangroviensis CBS 8886,Tremellales,1296123,Kwon_mang_CBS8886_V1,GCA_000507485.3,kwoniella_mangroviensis_cbs_8886_gca_000507485,Kwon_mang_CBS8886_V1,fungi_basidiomycota1_collection_core_59_112_1
726,Kwoniella pini CBS 10737,Tremellales,1296096,Cryp_pinu_CBS10737_V1,GCA_000512605.2,kwoniella_pini_cbs_10737_gca_000512605,Cryp_pinu_CBS10737_V1,fungi_basidiomycota1_collection_core_59_112_1
727,Kwoniella shandongensis str. CBS 12478,Tremellales,1734106,Kwon_shan_CBS_12478_V1,GCA_008629635.1,kwoniella_shandongensis_gca_008629635,Kwon_shan_CBS_12478_V1,fungi_basidiomycota2_collection_core_59_112_1
728,Laccaria amethystina LaAM-08-1,Agaricales,1095629,Laccaria_amethystina_LaAM-08-1_v1.0,GCA_000827195.1,laccaria_amethystina_laam_08_1_gca_000827195,Laccaria amethystina LaAM-08-1 v1.0,fungi_basidiomycota1_collection_core_59_112_1
729,Laccaria bicolor S238N-H82,Agaricales,486041,V1.0,GCA_000143565.1,laccaria_bicolor_s238n_h82_gca_000143565,V1.0,fungi_basidiomycota1_collection_core_59_112_1
730,Lachancea dasiensis CBS 10888,Saccharomycetales,1072105,LADA0,GCA_900074725.1,lachancea_dasiensis_cbs_10888_gca_900074725,LADA0,fungi_ascomycota3_collection_core_59_112_1
731,Lachancea fermentati,Saccharomycetales,4955,LAFE0,GCA_900074765.1,lachancea_fermentati_gca_900074765,LAFE0,fungi_ascomycota3_collection_core_59_112_1
732,Lachancea lanzarotensis str. CBS 12615,Saccharomycetales,1245769,LALA0,GCA_000938715.1,lachancea_lanzarotensis_gca_000938715,LALA0,fungi_ascomycota2_collection_core_59_112_1
733,Lachancea meyersii CBS 8951,Saccharomycetales,1266667,LAME0,GCA_900074715.1,lachancea_meyersii_cbs_8951_gca_900074715,LAME0,fungi_ascomycota3_collection_core_59_112_1
734,Lachancea mirantina,Saccharomycetales,1230905,LAMI0,GCA_900074745.1,lachancea_mirantina_gca_900074745,LAMI0,fungi_ascomycota3_collection_core_59_112_1
735,Lachancea nothofagi CBS 11611,Saccharomycetales,1266666,LANO0,GCA_900074755.1,lachancea_nothofagi_cbs_11611_gca_900074755,LANO0,fungi_ascomycota3_collection_core_59_112_1
736,Lachancea quebecensis,Saccharomycetales,1654605,ASM290092v1,GCA_002900925.1,lachancea_quebecensis_gca_002900925,ASM290092v1,fungi_ascomycota4_collection_core_59_112_1
737,Lachancea sp. CBS 6924,Saccharomycetales,433476,LAFA0,GCA_900074735.1,lachancea_sp_cbs_6924_gca_900074735,LAFA0,fungi_ascomycota3_collection_core_59_112_1
738,Lachancea thermotolerans CBS 6340,Saccharomycetales,559295,ASM14280v1,GCA_000142805.1,lachancea_thermotolerans_cbs_6340_gca_000142805,ASM14280v1,fungi_ascomycota1_collection_core_59_112_1
739,Lachnellula arida str. CBS 203.66,Helotiales,1316785,CFIA_Lari_EG2017,GCA_007821475.1,lachnellula_arida_gca_007821475,CFIA_Lari_EG2017,fungi_ascomycota4_collection_core_59_112_1
740,Lachnellula cervina str. CBS 625.97,Helotiales,1316786,CFIA_Lcer_EG2017,GCA_007825325.1,lachnellula_cervina_gca_007825325,CFIA_Lcer_EG2017,fungi_ascomycota5_collection_core_59_112_1
741,Lachnellula hyalina str. CBS 185.66,Helotiales,1316788,CFIA_Lhya_EG2017,GCA_007821495.1,lachnellula_hyalina_gca_007821495,CFIA_Lhya_EG2017,fungi_ascomycota5_collection_core_59_112_1
742,Lachnellula occidentalis str. CBS 160.35,Helotiales,215460,CFIA_Locc_EG2017,GCA_007821535.1,lachnellula_occidentalis_gca_007821535,CFIA_Locc_EG2017,fungi_ascomycota5_collection_core_59_112_1
743,Lachnellula subtilissima str. CBS 197.66,Helotiales,602034,CFIA_Lsub_EG2017,GCA_007821545.1,lachnellula_subtilissima_gca_007821545,CFIA_Lsub_EG2017,fungi_ascomycota5_collection_core_59_112_1
744,Lachnellula suecica str. CBS 268.59,Helotiales,602035,CFIA_Lsue_EG2017,GCA_007825345.1,lachnellula_suecica_gca_007825345,CFIA_Lsue_EG2017,fungi_ascomycota5_collection_core_59_112_1
745,Lachnellula willkommii str. CBS 172.35,Helotiales,215461,CFIA_Lawi_EG2017,GCA_007825375.1,lachnellula_willkommii_gca_007825375,CFIA_Lawi_EG2017,fungi_ascomycota4_collection_core_59_112_1
746,Laetiporus sulphureus 93-53,Polyporales,1314785,Laesu1,GCA_001632365.1,laetiporus_sulphureus_93_53_gca_001632365,Laesu1,fungi_basidiomycota1_collection_core_59_112_1
747,Lasallia pustulata,Fungi,136370,Lasallia_pustulata_v1,GCA_900169345.1,lasallia_pustulata_gca_900169345,Lasallia pustulata v1,fungi_ascomycota3_collection_core_59_112_1
748,Lasallia pustulata,Fungi,136370,ASM863619v1,GCA_008636195.1,lasallia_pustulata_gca_008636195,ASM863619v1,fungi_ascomycota5_collection_core_59_112_1
749,Lasiodiplodia theobromae str. LA-SOL3,Botryosphaeriales,45133,ASM893188v1,GCA_008931885.1,lasiodiplodia_theobromae_gca_008931885,ASM893188v1,fungi_ascomycota4_collection_core_59_112_1
750,Lentinula edodes str. G408PP-4,Agaricales,5353,Lened_assembly01,GCA_002003045.1,lentinula_edodes_gca_002003045,Lened_assembly01,fungi_basidiomycota1_collection_core_59_112_1
751,Lentinus tigrinus ALCF2SS1-6,Polyporales,1328759,Lenti6_1,GCA_003813205.1,lentinus_tigrinus_alcf2ss1_6_gca_003813205,Lenti6_1,fungi_basidiomycota2_collection_core_59_112_1
752,Lentinus tigrinus ALCF2SS1-7,Polyporales,1328758,Lenti7_1,GCA_003813185.1,lentinus_tigrinus_alcf2ss1_7_gca_003813185,Lenti7_1,fungi_basidiomycota1_collection_core_59_112_1
753,Lentithecium fluviatile CBS 122367,Pleosporales,1168545,Lenfl1,GCA_010405425.1,lentithecium_fluviatile_cbs_122367_gca_010405425,Lenfl1,fungi_ascomycota5_collection_core_59_112_1
754,Lepidopterella palustris CBS 459.81,Dothideomycetes,1314670,Leppa1,GCA_001692735.1,lepidopterella_palustris_cbs_459_81_gca_001692735,Leppa1,fungi_ascomycota5_collection_core_59_112_1
755,Leptosphaeria maculans,Pleosporales,985895,ASM23037v1,GCA_000230375.1,leptosphaeria_maculans,ASM23037v1,leptosphaeria_maculans_core_59_112_1
756,Leucoagaricus sp. SymC.cos,Agaricales,1714833,ASM156373v1,GCA_001563735.1,leucoagaricus_sp_symc_cos_gca_001563735,ASM156373v1,fungi_basidiomycota1_collection_core_59_112_1
757,Leucosporidium creatinivorum str. 62-1032,Fungi,106004,Leucr1,GCA_002105055.1,leucosporidium_creatinivorum_gca_002105055,Leucr1,fungi_basidiomycota1_collection_core_59_112_1
758,Lichtheimia corymbifera JMRC:FSU:9682,Mucoromycotina,1263082,454Minimus,GCA_000723665.1,lichtheimia_corymbifera_jmrc_fsu_9682_gca_000723665,454Minimus,fungi_mucoromycota1_collection_core_59_112_1
759,Lichtheimia ramosa str. JMRC:FSU:6197,Mucoromycotina,688394,Lramosa_hybrid_454_Illumina,GCA_000945115.1,lichtheimia_ramosa_gca_000945115,Lramosa_hybrid_454_Illumina,fungi_mucoromycota1_collection_core_59_112_1
760,Lineolata rhizophorae str. ATCC 16933,Dothideales,578093,Linrh1,GCA_010093515.1,lineolata_rhizophorae_gca_010093515,Linrh1,fungi_ascomycota5_collection_core_59_112_1
761,Linnemannia elongata AG-77,Mortierellomycotina,1314771,Mortierella_elongata_AG-77_v2.0,GCA_001651415.1,mortierella_elongata_ag_77_gca_001651415,Mortierella elongata AG-77 v2.0,fungi_mucoromycota1_collection_core_59_112_1
762,Lipomyces starkeyi NRRL Y-11557,Saccharomycetales,675824,Lipst1_1,GCA_001661325.1,lipomyces_starkeyi_nrrl_y_11557_gca_001661325,Lipst1_1,fungi_ascomycota3_collection_core_59_112_1
763,Lobosporangium transversale str. NRRL 3116,Mortierellomycotina,64571,Lobtra1,GCA_002105155.1,lobosporangium_transversale_gca_002105155,Lobtra1,fungi_mucoromycota1_collection_core_59_112_1
764,Lodderomyces elongisporus NRRL YB-4239,Saccharomycetales,379508,ASM14968v1,GCA_000149685.1,lodderomyces_elongisporus_nrrl_yb_4239_gca_000149685,ASM14968v1,fungi_ascomycota1_collection_core_59_112_1
765,Lomentospora prolificans str. JHH-5317,Microascales,41688,Lprolificans_pilon,GCA_002276285.1,lomentospora_prolificans_gca_002276285,Lprolificans_pilon,fungi_ascomycota4_collection_core_59_112_1
