Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_name,gene_source,gene_biotype,transcript_id,transcript_name,transcript_source,transcript_biotype,tag,exon_number,exon_id,protein_id
chrIV,,promoter,1011960,1012460,,-,,YDR274C,,,,,,,,,,,
chrIV,,promoter,1328470,1328970,,-,,YDR430C,,,,,,,,,,,
chrIV,sgd,gene,251565,253746,.,+,.,YDL116W,NUP84,sgd,protein_coding,,,,,,,,
chrIV,,promoter,106494,106994,,-,,YDL197C,,,,,,,,,,,
chrIV,sgd,gene,373966,375289,.,-,.,YDL044C,MTF2,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1499335,1499395,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1168659,1169159,,-,,YDR346C,,,,,,,,,,,
chrIV,,intergenic,668080,669015,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1079047,1080199,.,-,.,YDR309C,GIC2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1283298,1283798,,+,,YDR406W-A,,,,,,,,,,,
chrIV,,promoter,666503,667003,,+,,YDR106W,,,,,,,,,,,
chrIV,,promoter,503273,503773,,-,,YDR030C,,,,,,,,,,,
chrIV,,intergenic,830277,830396,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,158063,158735,.,-,.,YDL169C,UGX2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1222758,1223331,.,+,.,YDR373W,FRQ1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1011751,1012251,,+,,YDR275W,,,,,,,,,,,
chrIV,,promoter,962911,963411,,+,,YDR252W,,,,,,,,,,,
chrIV,,promoter,1036694,1037194,,+,,YDR288W,,,,,,,,,,,
chrIV,sgd,gene,589760,591344,.,-,.,YDR072C,IPT1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,607303,610081,.,-,.,YDR081C,PDC2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,936114,936614,,+,,YDR237W,,,,,,,,,,,
chrIV,sgd,gene,246688,247612,.,-,.,YDL119C,HEM25,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1023510,1024755,.,-,.,YDR282C,MRX10,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1489798,1490298,,-,,YDR524C-B,,,,,,,,,,,
chrIV,,intergenic,1509714,1510401,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1017318,1017818,,-,,YDR278C,,,,,,,,,,,
chrIV,sgd,gene,748612,750742,.,-,.,YDR146C,SWI5,sgd,protein_coding,,,,,,,,
chrIV,,promoter,709048,709548,,+,,YDR128W,,,,,,,,,,,
chrIV,sgd,gene,1270067,1270733,.,+,.,YDR399W,HPT1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1319275,1319775,,-,,YDR423C,,,,,,,,,,,
chrIV,sgd,gene,1230166,1233196,.,+,.,YDR379W,RGA2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1383443,1383943,,-,,YDR459C,,,,,,,,,,,
chrIV,sgd,gene,1068728,1071386,.,-,.,YDR303C,RSC3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,654512,655012,,+,,YDR100W,,,,,,,,,,,
chrIV,sgd,gene,1213903,1214842,.,+,.,YDR368W,YPR1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,65241,65765,.,+,.,YDL219W,DTD1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1247982,1248153,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,673365,673519,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,436824,437324,,-,,YDL007C-A,,,,,,,,,,,
chrIV,,promoter,1067230,1067730,,+,,YDR302W,,,,,,,,,,,
chrIV,,promoter,1385572,1386072,,+,,YDR462W,,,,,,,,,,,
chrIV,sgd,gene,351433,352420,.,+,.,YDL057W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1198697,1199197,,-,,YDR362C,,,,,,,,,,,
chrIV,,promoter,176272,176772,,+,,YDL155W,,,,,,,,,,,
chrIV,,promoter,1075364,1075864,,+,,YDR307W,,,,,,,,,,,
chrIV,,promoter,1383310,1383810,,+,,YDR460W,,,,,,,,,,,
chrIV,,promoter,565426,565926,,+,,YDR057W,,,,,,,,,,,
chrIV,sgd,gene,682723,683581,.,-,.,YDR116C,MRPL1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,205359,210561,.,-,.,YDL140C,RPO21,sgd,protein_coding,,,,,,,,
chrIV,,promoter,728283,728783,,-,,YDR136C,,,,,,,,,,,
chrIV,sgd,gene,1090432,1092511,.,-,.,YDR314C,RAD34,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1362377,1362877,,+,,YDR452W,,,,,,,,,,,
chrIV,,intergenic,433994,434263,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,933003,933503,,+,,YDR235W,,,,,,,,,,,
chrIV,,promoter,426934,427434,,-,,YDL015C,,,,,,,,,,,
chrIV,sgd,gene,99560,100421,.,+,.,YDL201W,TRM8,sgd,protein_coding,,,,,,,,
chrIV,,promoter,251065,251565,,+,,YDL116W,,,,,,,,,,,
chrIV,sgd,gene,1150880,1151183,.,+,.,YDR340W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,104551,105051,,-,,YDL198C,,,,,,,,,,,
chrIV,,intergenic,721797,723003,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1106094,1108101,.,-,.,YDR320C,SWA2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1404444,1405854,.,-,.,YDR473C,PRP3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1054711,1055211,,+,,YDR296W,,,,,,,,,,,
chrIV,,promoter,769856,770356,,+,,YDR158W,,,,,,,,,,,
chrIV,,intergenic,21006,22322,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,228670,229170,,+,,YDL130W-A,,,,,,,,,,,
chrIV,,promoter,1504900,1505400,,-,,YDR534C,,,,,,,,,,,
chrIV,,promoter,507646,508146,,+,,YDR033W,,,,,,,,,,,
chrIV,,promoter,702758,703258,,-,,YDR125C,,,,,,,,,,,
chrIV,,promoter,1398514,1399014,,+,,YDR469W,,,,,,,,,,,
chrIV,,promoter,1201627,1202127,,+,,YDR363W-A,,,,,,,,,,,
chrIV,sgd,gene,969989,971474,.,-,.,YDR257C,RKM4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,125115,125615,,+,,YDL186W,,,,,,,,,,,
chrIV,sgd,gene,344236,344953,.,-,.,YDL059C,RAD59,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,914316,914712,.,-,.,YDR224C,HTB1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1416898,1417398,,+,,YDR480W,,,,,,,,,,,
chrIV,,intergenic,843449,843568,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,442309,442809,,-,,YDL005C,,,,,,,,,,,
chrIV,,promoter,807823,808323,,+,,YDR172W,,,,,,,,,,,
chrIV,,intergenic,443511,444182,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1017000,1017318,.,-,.,YDR278C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,547628,547977,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1226821,1228303,.,+,.,YDR376W,ARH1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1301011,1301115,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,933503,935138,.,+,.,YDR235W,PRP42,sgd,protein_coding,,,,,,,,
chrIV,,promoter,97974,98474,,+,,YDL202W,,,,,,,,,,,
chrIV,sgd,gene,369770,370706,.,+,.,YDL047W,SIT4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,417662,421514,.,-,.,YDL019C,OSH2,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1080699,1081127,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,535082,535191,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,551859,552948,.,+,.,YDR047W,HEM12,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1204210,1204710,,-,,YDR364C,,,,,,,,,,,
chrIV,,promoter,832473,832973,,-,,YDR185C,,,,,,,,,,,
chrIV,sgd,gene,858136,859144,.,+,.,YDR204W,COQ4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1461714,1461829,.,-,.,tL(CAA)D,,sgd,tRNA,,,,,,,,
chrIV,,promoter,1367681,1368181,,-,,YDR455C,,,,,,,,,,,
chrIV,,promoter,444182,444682,,+,,YDL003W,,,,,,,,,,,
chrIV,,intergenic,1045511,1045639,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,486444,486944,,-,,YDR020C,,,,,,,,,,,
chrIV,sgd,gene,1183298,1184258,.,+,.,YDR353W,TRR1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,852532,853972,.,-,.,YDR198C,RKM2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,681617,682117,,-,,YDR113C,,,,,,,,,,,
chrIV,,promoter,155640,156140,,-,,YDL171C,,,,,,,,,,,
chrIV,,promoter,344953,345453,,-,,YDL059C,,,,,,,,,,,
chrIV,,promoter,670768,671268,,+,,YDR108W,,,,,,,,,,,
chrIV,,promoter,1321704,1322204,,+,,YDR427W,,,,,,,,,,,
chrIV,,promoter,1135431,1135931,,-,,YDR333C,,,,,,,,,,,
chrIV,,intergenic,19312,20134,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,164289,164865,.,+,.,YDL165W,CDC36,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,218367,218679,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,280306,281848,.,-,.,YDL101C,DUN1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,681923,682226,.,-,.,YDR114C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,792347,793889,.,-,.,YDR169C,STB3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1384675,1385175,,+,,YDR461W,,,,,,,,,,,
chrIV,sgd,gene,125508,125838,.,-,.,YDL187C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,432329,433025,.,+,.,YDL010W,GRX6,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1222149,1222649,,-,,YDR372C,,,,,,,,,,,
chrIV,,intergenic,986775,987533,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,675667,676167,,-,,YDR109C,,,,,,,,,,,
chrIV,sgd,gene,289908,292140,.,+,.,YDL093W,PMT5,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1287938,1288438,,-,,YDR407C,,,,,,,,,,,
chrIV,,intergenic,273597,273652,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,771876,775782,.,+,.,YDR159W,SAC3,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,223740,223803,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,275147,276581,.,-,.,YDL103C,QRI1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,433496,433994,.,+,.,YDL008W,APC11,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,133436,134723,.,+,.,YDL182W,LYS20,sgd,protein_coding,,,,,,,,
chrIV,,promoter,174588,175088,,-,,YDL157C,,,,,,,,,,,
chrIV,,promoter,431829,432329,,+,,YDL010W,,,,,,,,,,,
chrIV,,promoter,5484,5984,,+,,YDL247W,,,,,,,,,,,
chrIV,sgd,gene,814451,816560,.,+,.,YDR176W,NGG1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,338070,338271,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,211374,212046,.,-,.,YDL139C,SCM3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,523210,524713,.,-,.,YDR036C,EHD3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1488990,1489490,,-,,YDR524C,,,,,,,,,,,
chrIV,sgd,gene,190923,192261,.,+,.,YDL147W,RPN5,sgd,protein_coding,,,,,,,,
chrIV,,promoter,326149,326649,,-,,YDL074C,,,,,,,,,,,
chrIV,sgd,gene,580686,581784,.,+,.,YDR065W,RRG1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,974243,974743,,-,,YDR258C,,,,,,,,,,,
chrIV,,promoter,958339,958839,,-,,YDR248C,,,,,,,,,,,
chrIV,,promoter,841995,842495,,-,,YDR190C,,,,,,,,,,,
chrIV,,promoter,1455866,1456366,,-,,YDR503C,,,,,,,,,,,
chrIV,,intergenic,323471,324046,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,926951,927451,,+,,YDR232W,,,,,,,,,,,
chrIV,,promoter,1507504,1508004,,+,,YDR536W,,,,,,,,,,,
chrIV,,intergenic,1454964,1455041,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1077853,1078026,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,141114,141208,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,92464,92761,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,917570,921647,.,+,.,YDR227W,SIR4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1336851,1337351,,+,,YDR437W,,,,,,,,,,,
chrIV,sgd,gene,1147378,1149466,.,-,.,YDR338C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,546141,546641,,+,,YDR044W,,,,,,,,,,,
chrIV,sgd,gene,558510,560625,.,-,.,YDR052C,DBF4,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,85985,86206,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1342492,1344241,.,+,.,YDR440W,DOT1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1266970,1267470,,+,,YDR398W,,,,,,,,,,,
chrIV,sgd,gene,489507,490896,.,+,.,YDR023W,SES1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1355553,1356053,,-,,YDR447C,,,,,,,,,,,
chrIV,,promoter,1194884,1195384,,-,,YDR359C,,,,,,,,,,,
chrIV,sgd,gene,391782,392127,.,+,.,YDL034W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,765155,765655,,-,,YDR151C,,,,,,,,,,,
chrIV,,intergenic,1225026,1225165,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1456694,1459220,.,-,.,YDR505C,PSP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,51114,52173,.,-,.,YDL226C,GCS1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,909438,909553,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,600792,601809,.,+,.,YDR077W,SED1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1078449,1078949,,-,,YDR308C,,,,,,,,,,,
chrIV,sgd,gene,1035230,1035575,.,-,.,YDR286C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,245132,245582,.,-,.,YDL121C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,816877,817525,.,+,.,YDR177W,UBC1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,184924,187918,.,+,.,YDL149W,ATG9,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,763874,764177,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1108498,1108998,,-,,YDR320C-A,,,,,,,,,,,
chrIV,,promoter,946306,946806,,+,,YDR242W,,,,,,,,,,,
chrIV,sgd,gene,784870,786205,.,+,.,YDR165W,TRM82,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1434268,1434768,,-,,YDR490C,,,,,,,,,,,
chrIV,sgd,gene,263312,264110,.,-,.,YDL111C,RRP42,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,501752,503273,.,-,.,YDR030C,RAD28,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,77045,77288,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1399014,1399542,.,+,.,YDR469W,SDC1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1096063,1101332,.,+,.,YDR316W-B,,sgd,transposable_element,,,,,,,,
chrIV,,promoter,124998,125498,,-,,YDL188C,,,,,,,,,,,
chrIV,sgd,gene,267697,268699,.,+,.,YDL108W,KIN28,sgd,protein_coding,,,,,,,,
chrIV,,promoter,333810,334310,,-,,YDL069C,,,,,,,,,,,
chrIV,sgd,gene,1206996,1212265,.,+,.,YDR365W-B,,sgd,transposable_element,,,,,,,,
chrIV,,intergenic,825776,825909,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1011588,1011960,.,-,.,YDR274C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1459727,1461554,.,-,.,YDR506C,GMC1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,574163,575783,.,+,.,YDR061W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,155817,156317,,+,,YDL170W,,,,,,,,,,,
chrIV,sgd,gene,1510855,1511461,.,-,.,YDR537C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,381938,381984,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1272222,1272786,.,+,.,YDR401W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,356759,357259,,-,,YDL055C,,,,,,,,,,,
chrIV,,promoter,1459220,1459720,,-,,YDR505C,,,,,,,,,,,
chrIV,,promoter,657980,658480,,-,,YDR102C,,,,,,,,,,,
chrIV,sgd,gene,1294692,1295400,.,+,.,YDR412W,RRP17,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1014400,1015702,.,-,.,YDR277C,MTH1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,126286,126786,,+,,YDL185W,,,,,,,,,,,
chrIV,sgd,gene,1398025,1398700,.,-,.,YDR468C,TLG1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1088942,1089218,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1162449,1162949,,-,,YDR344C,,,,,,,,,,,
chrIV,sgd,gene,734137,734803,.,+,.,YDR140W,MTQ2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,668006,668080,.,-,.,tI(AAU)D,,sgd,tRNA,,,,,,,,
chrIV,sgd,gene,491514,492324,.,+,.,YDR025W,RPS11A,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,810381,810564,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,553253,555152,.,+,.,YDR049W,VMS1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,687767,687884,.,+,.,YDR118W-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,227392,228715,.,+,.,YDL131W,LYS21,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,640108,643837,.,-,.,YDR097C,MSH6,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,333499,333829,.,+,.,YDL068W,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,263225,263312,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,924284,924784,,+,,YDR229W,,,,,,,,,,,
chrIV,,promoter,925722,926222,,+,,YDR230W,,,,,,,,,,,
chrIV,,promoter,68606,69106,,-,,YDL217C,,,,,,,,,,,
chrIV,,promoter,106707,107207,,+,,YDL195W,,,,,,,,,,,
chrIV,,intergenic,0,1301,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,905454,906852,.,-,.,YDR219C,MFB1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,584645,584938,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,454781,454904,.,+,.,YDR003W-A,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1490095,1490595,,+,,YDR525W-A,,,,,,,,,,,
chrIV,,intergenic,555152,555725,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,17226,17576,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,393716,394216,,+,,YDL031W,,,,,,,,,,,
chrIV,,promoter,1168677,1169177,,+,,YDR347W,,,,,,,,,,,
chrIV,,promoter,404957,405457,,-,,YDL027C,,,,,,,,,,,
chrIV,sgd,gene,329835,330447,.,-,.,YDL072C,YET3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,955132,955333,.,+,.,YDR246W-A,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,183899,184399,,-,,YDL151C,,,,,,,,,,,
chrIV,,intergenic,1459720,1459727,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,18458,18958,,+,,YDL242W,,,,,,,,,,,
chrIV,sgd,gene,1385175,1385286,.,+,.,YDR461W,MFA1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1344241,1344516,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,276581,277081,,-,,YDL103C,,,,,,,,,,,
chrIV,sgd,gene,1301554,1301926,.,-,.,YDR417C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,653106,653606,,+,,YDR099W,,,,,,,,,,,
chrIV,sgd,gene,444682,446383,.,+,.,YDL003W,MCD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,307923,308423,,+,,YDL082W,,,,,,,,,,,
chrIV,sgd,gene,831933,832473,.,-,.,YDR185C,UPS3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1108201,1108701,,+,,YDR321W,,,,,,,,,,,
chrIV,,promoter,1434991,1435491,,-,,YDR491C,,,,,,,,,,,
chrIV,sgd,gene,730577,732836,.,+,.,YDR138W,HPR1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,482669,483860,.,-,.,YDR018C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1223331,1223473,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,856316,856814,.,+,.,YDR201W,SPC19,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,519742,519826,.,+,.,tL(UAA)D,,sgd,tRNA,,,,,,,,
chrIV,sgd,gene,8682,9756,.,-,.,YDL246C,SOR2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,636116,636527,.,-,.,YDR095C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1388871,1393179,.,+,.,YDR464W,SPP41,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,569233,569770,.,-,.,YDR059C,UBC5,sgd,protein_coding,,,,,,,,
chrIV,,promoter,13360,13860,,-,,YDL245C,,,,,,,,,,,
chrIV,,promoter,560625,561125,,-,,YDR052C,,,,,,,,,,,
chrIV,sgd,gene,1112002,1112293,.,-,.,YDR322C-A,TIM11,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,952799,953981,.,+,.,YDR245W,MNN10,sgd,protein_coding,,,,,,,,
chrIV,,promoter,541203,541703,,-,,YDR042C,,,,,,,,,,,
chrIV,sgd,gene,1530862,1531342,.,-,.,YDR545C-A,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,573663,574163,,+,,YDR061W,,,,,,,,,,,
chrIV,,promoter,1258195,1258695,,+,,YDR392W,,,,,,,,,,,
chrIV,,promoter,1454464,1454964,,-,,YDR502C,,,,,,,,,,,
chrIV,sgd,gene,1221111,1222149,.,-,.,YDR372C,VPS74,sgd,protein_coding,,,,,,,,
chrIV,,promoter,867522,868022,,-,,YDR207C,,,,,,,,,,,
chrIV,,intergenic,966489,966556,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1397582,1397909,.,-,.,YDR467C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,404909,405409,,+,,YDL025W-A,,,,,,,,,,,
chrIV,sgd,gene,1019367,1020420,.,+,.,YDR279W,RNH202,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1107983,1108483,,+,,YDR320W-B,,,,,,,,,,,
chrIV,sgd,gene,715746,716622,.,-,.,YDR130C,FIN1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,793889,794389,,-,,YDR169C,,,,,,,,,,,
chrIV,,promoter,375289,375789,,-,,YDL044C,,,,,,,,,,,
chrIV,sgd,gene,276871,280165,.,+,.,YDL102W,POL3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,830396,830654,.,-,.,YDR183C-A,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1018867,1019367,,+,,YDR279W,,,,,,,,,,,
chrIV,sgd,gene,1267470,1269402,.,+,.,YDR398W,UTP5,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,950562,952401,.,+,.,YDR244W,PEX5,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,137539,137790,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1151183,1151802,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1434423,1434923,,+,,YDR492W,,,,,,,,,,,
chrIV,,promoter,1420838,1421338,,-,,YDR482C,,,,,,,,,,,
chrIV,,promoter,857636,858136,,+,,YDR204W,,,,,,,,,,,
chrIV,sgd,gene,114671,115799,.,+,.,YDL193W,NUS1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,417208,417662,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,405343,407206,.,-,.,YDL025C,RTK1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1219613,1220113,,-,,YDR371C-A,,,,,,,,,,,
chrIV,,promoter,221926,222426,,+,,YDL133W,,,,,,,,,,,
chrIV,,promoter,182321,182821,,+,,YDL152W,,,,,,,,,,,
chrIV,sgd,gene,78425,79058,.,+,.,YDL212W,SHR3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,321725,322225,,+,,YDL075W,,,,,,,,,,,
chrIV,sgd,gene,62010,62562,.,+,.,YDL221W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,296329,296829,,-,,YDL090C,,,,,,,,,,,
chrIV,,promoter,381438,381938,,-,,YDL040C,,,,,,,,,,,
chrIV,,intergenic,1017818,1018867,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,244981,245132,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1055892,1056050,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1450852,1451352,,+,,YDR501W,,,,,,,,,,,
chrIV,,promoter,1039227,1039727,,+,,YDR291W,,,,,,,,,,,
chrIV,sgd,gene,840603,841995,.,-,.,YDR190C,RVB1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,610081,610581,,-,,YDR081C,,,,,,,,,,,
chrIV,,promoter,1362181,1362681,,-,,YDR451C,,,,,,,,,,,
chrIV,,intergenic,233887,234426,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,835492,835992,,-,,YDR186C,,,,,,,,,,,
chrIV,,promoter,771376,771876,,+,,YDR159W,,,,,,,,,,,
chrIV,sgd,gene,90175,92464,.,+,.,YDL206W,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,306577,306925,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1329099,1329599,,+,,YDR433W,,,,,,,,,,,
chrIV,sgd,gene,1498231,1499335,.,+,.,YDR531W,CAB1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,768402,768753,.,-,.,YDR154C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,915985,916485,,+,,YDR226W,,,,,,,,,,,
chrIV,sgd,gene,1103757,1104947,.,+,.,YDR318W,MCM21,sgd,protein_coding,,,,,,,,
chrIV,,promoter,789827,790327,,+,,YDR168W,,,,,,,,,,,
chrIV,sgd,gene,1043145,1045011,.,-,.,YDR292C,SRP101,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,613404,614004,.,-,.,YDR084C,TVP23,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1213403,1213903,,+,,YDR368W,,,,,,,,,,,
chrIV,,promoter,580186,580686,,+,,YDR065W,,,,,,,,,,,
chrIV,sgd,gene,345664,351037,.,+,.,YDL058W,USO1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1262823,1263323,,+,,YDR395W,,,,,,,,,,,
chrIV,sgd,gene,716789,718460,.,-,.,YDR131C,,sgd,protein_coding,,,,,,,,
